Material_Name,Curie,Neel,Curie_Weiss,Crystal_Structure,Lattice_Structure,Lattice_Parameters,Space_Group,Coercivity,Magnetic_Moment,Magnetization,Remanence,Susceptibility,DOI,Experimental
CeCr0.90Fe0.10O3,,244.0,,Orthorhombic,Distorted Perovskite,"{'a': '5.4837', 'b': '7.7417', 'c': '5.4857'}",Pnma,,,,,,10.1016/j.jssc.2021.122537,True
CeCu4Al8,,6.0,,ThMn12-type,Tetragonal,,,,,,,,10.1016/S0921-4526(99)02535-1,True
CeCu4.5Al7.5,,4.0,,ThMn12-type,Tetragonal,,,,,,,,10.1016/S0921-4526(99)02535-1,True
CeCu4.55Al7.45,,2.7,,ThMn12-type,Tetragonal,,,,,,,,10.1016/S0921-4526(99)02535-1,True
CeCu5.8Ag0.2,,1.0,,,,,,,,,,,10.1016/S0921-4526(02)00838-4,True
CeCuAl2.5Ga0.5,,2.2,-6.8 K,BaNiSn3-type,Tetragonal,,I4mm,,2.56 μB,,,,10.1016/j.jallcom.2014.09.188,True
CeCuAl2Ga,,1.9,-5.6 K,BaNiSn3-type,Tetragonal,,I4mm,,2.56 μB,,,,10.1016/j.jallcom.2014.09.188,True
CeCuAlGa2,,1.9,-5.7 K,BaNiSn3-type,Tetragonal,,I4mm,,2.56 μB,,,,10.1016/j.jallcom.2014.09.188,True
CeCuGa3,,2.0,-6.8 K,BaNiSn3-type,Tetragonal,,I4mm,,2.56 μB,,,,10.1016/j.jallcom.2014.09.188,True
CeCuAl3,,2.8,,BaAl4-type,,"{'a': '4.26 Å', 'c': '10.66 Å'}",,,,,,,10.1016/S0921-4526(98)00777-7,True
CeCu0.9Ag0.1Al3,,4.0,,BaAl4-type,,,,,,,,,10.1016/S0921-4526(98)00777-7,True
CeNiGe2,,3.5,,Orthorhombic,,,,,,,,,10.1016/j.physb.2006.01.302,True
CeNi0.7Co0.3Ge2,,,,Orthorhombic,,,,,,,,,10.1016/j.physb.2006.01.302,True
CeNi0.8Cu0.2,1.0,,,,,,,,,,,,10.1016/S0921-4526(98)00950-8,True
CeNi0.4Cu0.6,1.0,,,,,,,,,,,,10.1016/S0921-4526(98)00950-8,True
CeNi0.922Cu0.078Sn,,0.39,,,,,,,,,,,10.1016/S0921-4526(99)02282-6,True
CeNi0.9Cu0.1Sn,,0.86,,,,,,,,,,,10.1016/S0921-4526(99)02282-6,False
CeNi0.8Cu0.2Sn,,3.53,,,,,,,,,,,10.1016/S0921-4526(99)02282-6,False
CeNi0.87Cu0.13Sn,,1.4,,,,,,,,,,,10.1016/S0921-4526(99)02282-6,False
CeNi0.92Cu0.08Sn,,0.5,,,,,,,,,,,10.1016/S0921-4526(99)02282-6,False
CeNi0.94Cu0.06Sn,,1.3,,,,,,,,,,,10.1016/S0921-4526(99)02282-6,False
PrNi1.97P2,13.2,,+1.5 K,Tetragonal,Body-centered,"{'a': '3.951 Å', 'c': '9.466 Å'}",I4/mmm (No. 139),,3.65 μB,,,,10.1016/j.jssc.2009.03.014,True
PrNi1.89P2,13.5,,+3 K,Tetragonal,Body-centered,"{'a': '3.953 Å', 'c': '9.462 Å'}",I4/mmm (No. 139),,3.59 μB,,,,10.1016/j.jssc.2009.03.014,True
PrNi1.47P2,18.0,,-36 K,Tetragonal,Body-centered,"{'a': '3.960 Å', 'c': '9.246 Å'}",I4/mmm (No. 139),,3.50 μB,,,,10.1016/j.jssc.2009.03.014,True
CeNiGe2,,3.9,,orthorhombic,,,Cmcm,,,,,,10.1016/S0921-4526(02)02211-1,True
CeNiGe1.8Si0.2,,3.3,,orthorhombic,,,Cmcm,,,,,,10.1016/S0921-4526(02)02211-1,True
CePd0.2Ga3.8,3.7,,,Tetragonal,BaAl4-type,,I4/mmm,,,,,,10.1016/j.jallcom.2015.07.007,True
CePd0.6Ga3.4,2.3,,,Tetragonal,BaAl4-type,,I4/mmm,,,,,,10.1016/j.jallcom.2015.07.007,True
CePd0.8Ga3.2,,1.3,,Tetragonal,BaAl4-type,,I4/mmm,,,,,,10.1016/j.jallcom.2015.07.007,True
CePt,6.0,,,Orthorhombic,CrB-type,,Cmcm,,2.5 ± 0.1 μB,,,,10.1016/j.physb.2007.10.128,True
CePt0.2Rh0.8,,,-180 K,Orthorhombic,CrB-type,,Cmcm,,2.5 ± 0.1 μB,,,T^-1 + λ with λ ∼ 0.4,10.1016/j.physb.2007.10.128,True
CeRhIn5,,3.8,,,,,,,,,,,10.1016/j.physb.2006.01.053,True
CeRhIn4.65Sn0.35,,0.35,,,,,,,,,,χ(T) ∼ T - 0.1 for x = 0.4,10.1016/j.physb.2006.01.053,True
CeZn0.8Cu0.2,,26.0,,Cubic CsCl-type,,,,,,,,,10.1016/S0921-4526(01)01108-5,True
CeZn0.6Cu0.4,8.0,22.0,,Cubic CsCl-type,,,,,,,,,10.1016/S0921-4526(01)01108-5,True
CeZn,,30.0,,Cubic CsCl-type,,,,,,,,,10.1016/S0921-4526(01)01108-5,True
CeZn,,30.0,,Cubic,CsCl-type,,,,1.91 μB,,,,10.1016/S0921-4526(99)01118-7,True
CeZn0.92Ga0.10,,26.3,,Cubic,CsCl-type,,,,,,,,10.1016/S0921-4526(99)01118-7,True
CeZn0.80Ga0.20,,21.5,,Cubic,CsCl-type,,,,,,,,10.1016/S0921-4526(99)01118-7,True
CeZn0.76Ga0.22,,20.8,,Cubic,CsCl-type,,,,,,,,10.1016/S0921-4526(99)01118-7,True
CeZn0.70Ga0.30,14.0,,,Cubic,CsCl-type,,,,,,,,10.1016/S0921-4526(99)01118-7,True
CeZn0.62Ga0.41,14.0,,,Cubic,CsCl-type,,,,,,,,10.1016/S0921-4526(99)01118-7,True
Co0.5Zn0.5Fe2O4,607.15,,,Cubic spinel,Cubic,{'a': '8.4304'},,,,,,,10.1016/j.ceramint.2018.11.141,True
Co0.25Ni0.25Zn0.5Fe2O4,517.15,,,Cubic spinel,Cubic,{'a': '8.4121'},,,,,,,10.1016/j.ceramint.2018.11.141,True
Co0.50Ni0.50Fe2O4,858.0,,,Cubic,Spinel,{'a': '8.3467 Å'},Fd-3m,315 Oe,,64.92 emu/g,18.62 emu/g,,10.1016/j.jallcom.2024.173708,True
Co0.50Ni0.50La0.05Fe1.95O4,843.0,,,Cubic,Spinel,{'a': '8.3489 Å'},Fd-3m,325 Oe,,60.05 emu/g,18.13 emu/g,,10.1016/j.jallcom.2024.173708,True
Co0.50Ni0.50La0.10Fe1.90O4,816.0,,,Cubic,Spinel,{'a': '8.3498 Å'},Fd-3m,342 Oe,,56.49 emu/g,14.55 emu/g,,10.1016/j.jallcom.2024.173708,True
Co0.50Ni0.50La0.15Fe1.85O4,795.0,,,Cubic,Spinel,{'a': '8.3536 Å'},Fd-3m,356 Oe,,52.36 emu/g,14.48 emu/g,,10.1016/j.jallcom.2024.173708,True
Co0.50Ni0.50La0.20Fe1.80O4,762.0,,,Cubic,Spinel,{'a': '8.3537 Å'},Fd-3m,420 Oe,,48.21 emu/g,14.35 emu/g,,10.1016/j.jallcom.2024.173708,True
Co0.6Mn0.4Fe2O4,773.0,,,Cubic,Spinel,{'a': '0.8410 nm'},,985.21 Oe,0.35 nB,59.20 emu/g,18.31 emu/g,,10.1016/j.ceramint.2021.09.136,True
Co0.6Mn0.4Gd0.033Fe1.967O4,770.0,,,Cubic,Spinel,{'a': '0.8397 nm'},,344.37 Oe,0.39 nB,56.11 emu/g,14.09 emu/g,,10.1016/j.ceramint.2021.09.136,True
Co0.6Mn0.4Gd0.066Fe1.934O4,779.0,,,Cubic,Spinel,{'a': '0.8417 nm'},,288.51 Oe,0.44 nB,52.30 emu/g,13.34 emu/g,,10.1016/j.ceramint.2021.09.136,True
Co0.6Mn0.4Gd0.10Fe1.90O4,778.0,,,Cubic,Spinel,{'a': '0.8414 nm'},,254.11 Oe,0.51 nB,49.71 emu/g,12.77 emu/g,,10.1016/j.ceramint.2021.09.136,True
Co60Fe40,1261.15,,,bcc,,{'a': '2.8501'},Im-3m,40.8 Oe,,223.7 emu/g,,,10.1016/j.jallcom.2020.153817,True
Co40Fe60,1261.15,,,bcc,,{'a': '2.8501'},Im-3m,40.8 Oe,,223.7 emu/g,,,10.1016/j.jallcom.2020.153817,True
Ni60Fe40,831.15,,,fcc,,{'a': '3.5543'},,6.2 Oe,,165.6 emu/g,,,10.1016/j.jallcom.2020.153817,True
Ni40Fe60,831.15,,,fcc,,{'a': '3.5543'},,6.2 Oe,,165.6 emu/g,,,10.1016/j.jallcom.2020.153817,True
Co0.8Pd0.2,1251.0,,,,,,,,,,,,10.1016/S0921-4526(00)00375-6,True
Co2As,,,"-680 K (α phase), -430 K (β phase)",Hexagonal,Hexagonal,,P6_3/mmc,,"0.06 - 0.08 μB/Co (α phase), 0.29 - 0.43 μB/Co (β phase)",,,,10.1016/j.physb.2015.11.016,True
Co2As0.94P0.06,70.0,,,Hexagonal,Hexagonal,,P6_3/mmc,,0.33 μB/Co,,,,10.1016/j.physb.2015.11.016,True
Co2As0.6P0.4,120.0,,,Hexagonal,Hexagonal,,P6_3/mmc,,0.43 μB/Co,,,,10.1016/j.physb.2015.11.016,True
Co2As0.15P0.85,70.0,,,Hexagonal,Hexagonal,,P6_3/mmc,,0.29 μB/Co,,,,10.1016/j.physb.2015.11.016,True
Co1.59ZrSn,192.0,,203.2 K,Rock Salt,Cubic,,Fm-3m (No. 225),20 Oe,2.37 μB/f.u.,0.57 μB/f.u. at 2 K,,,10.1016/j.jallcom.2021.161118,True
Co3Sn2S2,174.0,,,Shandite,Hexagonal,"{'a': '5.37066 Å', 'c': '13.18435 Å'}",R3̄m,,0.26 μB/Co,,,,10.1016/j.jcrysgro.2015.06.017,True
Co71.4Er8.6B20,640.0,,,Amorphous,,,,,,,,,10.1016/j.physb.2007.11.018,True
CoFe2O4,802.0,,,Cubic Spinel,Cubic,{'a': '8.382 Å'},Fd3m,2183 Oe,3.63 Bohr Magneton/f.u,86.5 emu/g,53.4 emu/g,1.32 x10^-2 emu/g.Oe,10.1016/j.jallcom.2016.07.030,True
CoFe1.9Al0.1O4,754.0,,,Cubic Spinel,Cubic,{'a': '8.370 Å'},Fd3m,2179 Oe,3.22 Bohr Magneton/f.u,77.8 emu/g,46.5 emu/g,1.17 x10^-2 emu/g.Oe,10.1016/j.jallcom.2016.07.030,True
CoFe1.8Al0.2O4,701.0,,,Cubic Spinel,Cubic,{'a': '8.356 Å'},Fd3m,1775 Oe,3.13 Bohr Magneton/f.u,76.6 emu/g,44.5 emu/g,1.14 x10^-2 emu/g.Oe,10.1016/j.jallcom.2016.07.030,True
CoFe1.7Al0.3O4,672.0,,,Cubic Spinel,Cubic,{'a': '8.343 Å'},Fd3m,1496 Oe,2.84 Bohr Magneton/f.u,70.4 emu/g,41.6 emu/g,1.17 x10^-2 emu/g.Oe,10.1016/j.jallcom.2016.07.030,True
CoFe1.6Al0.4O4,630.0,,,Cubic Spinel,Cubic,{'a': '8.332 Å'},Fd3m,1468 Oe,2.52 Bohr Magneton/f.u,63.3 emu/g,32.3 emu/g,1.45 x10^-2 emu/g.Oe,10.1016/j.jallcom.2016.07.030,True
CoFe1.5Al0.5O4,582.0,,,Cubic Spinel,Cubic,{'a': '8.321 Å'},Fd3m,1300 Oe,2.38 Bohr Magneton/f.u,60.4 emu/g,33.0 emu/g,1.37 x10^-2 emu/g.Oe,10.1016/j.jallcom.2016.07.030,True
CoFe1.4Al0.6O4,554.0,,,Cubic Spinel,Cubic,{'a': '8.305 Å'},Fd3m,931 Oe,1.89 Bohr Magneton/f.u,48.8 emu/g,26.1 emu/g,1.49 x10^-2 emu/g.Oe,10.1016/j.jallcom.2016.07.030,True
CoFe1.3Al0.7O4,518.0,,,Cubic Spinel,Cubic,{'a': '8.291 Å'},Fd3m,972 Oe,1.76 Bohr Magneton/f.u,46.0 emu/g,23.3 emu/g,1.40 x10^-2 emu/g.Oe,10.1016/j.jallcom.2016.07.030,True
CoFe1.2Al0.8O4,476.0,,,Cubic Spinel,Cubic,{'a': '8.282 Å'},Fd3m,672 Oe,1.59 Bohr Magneton/f.u,42.0 emu/g,17.6 emu/g,1.60 x10^-2 emu/g.Oe,10.1016/j.jallcom.2016.07.030,True
CoFe1.1Al0.9O4,442.0,,,Cubic Spinel,Cubic,{'a': '8.267 Å'},Fd3m,617 Oe,1.18 Bohr Magneton/f.u,31.7 emu/g,12.3 emu/g,1.19 x10^-2 emu/g.Oe,10.1016/j.jallcom.2016.07.030,True
CoFe2O4,792.0,,,Spinel,FCC,{'a': '0.8390 nm'},Fd-3m,1200 G,3.52 μB/f.u.,84 emu/g,,,10.1016/j.jssc.2010.09.004,True
CoFe1.9Sc0.1O4,748.0,,,Spinel,FCC,{'a': '0.8404 nm'},Fd-3m,6500 G,2.73 μB/f.u.,,,,10.1016/j.jssc.2010.09.004,True
CoFe1.8Sc0.2O4,695.0,,,Spinel,FCC,{'a': '0.8424 nm'},Fd-3m,4922 G,2.17 μB/f.u.,49 emu/g,,,10.1016/j.jssc.2010.09.004,True
CoFe1.75Sc0.25O4,660.0,,,Spinel,FCC,{'a': '0.8434 nm'},Fd-3m,3305 G,,,,,10.1016/j.jssc.2010.09.004,True
CoFe1.66Sc0.34O4,643.0,,,Spinel,FCC,{'a': '0.8432 nm'},Fd-3m,4278 G,,,,,10.1016/j.jssc.2010.09.004,True
CoFe1.59Sc0.41O4,612.0,,,Spinel,FCC,{'a': '0.8440 nm'},Fd-3m,4870 G,,,,,10.1016/j.jssc.2010.09.004,True
CoFe1.52Sc0.48O4,569.0,,,Spinel,FCC,{'a': '0.8451 nm'},Fd-3m,3984 G,,,,,10.1016/j.jssc.2010.09.004,True
CoFe1.42Sc0.58O4,496.0,,,Spinel,FCC,{'a': '0.8463 nm'},Fd-3m,6418 G,,,,,10.1016/j.jssc.2010.09.004,True
CoFe1.44Sc0.56O4,462.0,,,Spinel,FCC,{'a': '0.8436 nm'},Fd-3m,7194 G,,,,,10.1016/j.jssc.2010.09.004,True
CoMnSn0.98Cu0.02,145.5,,146.5 K,Hexagonal,Ni2In-type,"{'a': '4.2584 Å', 'c': '5.3624 Å'}",P63/mmc,,,,,,10.1016/j.jallcom.2018.11.017,True
CoMnSn0.96Cu0.04,149.0,,149.9 K,Hexagonal,Ni2In-type,"{'a': '4.2599 Å', 'c': '5.3507 Å'}",P63/mmc,,,,,,10.1016/j.jallcom.2018.11.017,True
CoMnSn0.94Cu0.06,150.3,,151.5 K,Hexagonal,Ni2In-type,"{'a': '4.2607 Å', 'c': '5.3436 Å'}",P63/mmc,,,,,,10.1016/j.jallcom.2018.11.017,True
CoMnSn0.92Cu0.08,155.1,,155.4 K,Hexagonal,Ni2In-type,"{'a': '4.2620 Å', 'c': '5.3351 Å'}",P63/mmc,,,,,,10.1016/j.jallcom.2018.11.017,True
CoMnSn0.90Cu0.10,158.5,,159.8 K,Hexagonal,Ni2In-type,"{'a': '4.2634 Å', 'c': '5.3210 Å'}",P63/mmc,,,,,,10.1016/j.jallcom.2018.11.017,True
Gd,292.0,,,,,,,,,,,,10.1016/j.jallcom.2018.11.017,False
Gd5Si2Ge2,276.0,,,,,,,,,,,,10.1016/j.jallcom.2018.11.017,False
MnCoGe0.7Si0.3,365.0,,,,,,,,,,,,10.1016/j.jallcom.2018.11.017,False
MnCoGe0.97Al0.03,269.0,,,,,,,,,,,,10.1016/j.jallcom.2018.11.017,False
Mn0.98Fe0.02CoGe,295.0,,,,,,,,,,,,10.1016/j.jallcom.2018.11.017,False
Mn0.89Cr0.11NiGe,274.0,,,,,,,,,,,,10.1016/j.jallcom.2018.11.017,False
Mn0.9Co0.1NiGe,236.0,,,,,,,,,,,,10.1016/j.jallcom.2018.11.017,False
MnNi0.8Fe0.2Ge,291.0,,,,,,,,,,,,10.1016/j.jallcom.2018.11.017,False
MnCoGe0.995In0.005,320.0,,,,,,,,,,,,10.1016/j.jallcom.2018.11.017,False
La0.67Ca0.33MnO3,252.0,,,,,,,,,,,,10.1016/j.jallcom.2018.11.017,False
Ni50Mn37Sn13,307.0,,,,,,,,,,,,10.1016/j.jallcom.2018.11.017,False
Ni40Co10Mn40Sn10,276.0,,,,,,,,,,,,10.1016/j.jallcom.2018.11.017,False
Ni2Mn0.75Cu0.25Ga,308.0,,,,,,,,,,,,10.1016/j.jallcom.2018.11.017,False
CoFe2O4,717.15,,,Mixed Spinel,Cubic,{'a': '8.37176 Å'},Fd-3m,1165 Oe,3.8 μB,84 emu/g,46 emu/g,,10.1016/j.jallcom.2016.08.223,True
CoFe1.69Y0.27O4,647.15,,,Mixed Spinel,Cubic,{'a': '8.35022 Å'},Fd-3m,1060 Oe,2.3 μB,51 emu/g,18 emu/g,,10.1016/j.jallcom.2016.08.223,True
CoFe2O4,793.15,,,Cubic,Inverse Spinel,{'a': '8.391'},Fd-3m,4.3 kOe,,80 emu/g,,,10.1016/j.ceramint.2023.12.318,True
Cr,,312.9,,,,,,,,,,,10.1016/j.physb.2006.01.049,True
Cr0.985V0.015,,180.5,,,,,,,,,,,10.1016/j.physb.2006.01.049,True
Cr0.965V0.035,,38.5,,,,,,,,,,,10.1016/j.physb.2006.01.049,True
Cr2.9Co0.1Si,320.0,,,A15-type,,{'a': '4.56'},,,,,,,10.1016/j.jallcom.2006.09.156,True
Cr2.8Co0.2Si,320.0,,,A15-type,,{'a': '4.56'},,,,,,,10.1016/j.jallcom.2006.09.156,True
CrTe,340.3,,335 K,NiAs,Hexagonal,,P63/mmc (194),,3.65 μB,,,,10.1016/j.physb.2023.415072,True
CrTe0.98Se0.02,329.0,,,NiAs,Hexagonal,,P63/mmc (194),,,,,,10.1016/j.physb.2023.415072,True
CrTe0.96Se0.04,329.1,,,NiAs,Hexagonal,,P63/mmc (194),,,,,,10.1016/j.physb.2023.415072,True
CrTe0.94Se0.06,317.1,,,NiAs,Hexagonal,,P63/mmc (194),,,,,,10.1016/j.physb.2023.415072,True
CrTe0.92Se0.08,310.0,,,NiAs,Hexagonal,,P63/mmc (194),,,,,,10.1016/j.physb.2023.415072,True
CrTe0.90Se0.10,298.2,,,NiAs,Hexagonal,,P63/mmc (194),,,,,,10.1016/j.physb.2023.415072,True
CrTe,343.0,,,Hexagonal NiAs-type,Hexagonal,"{'a': '3.999 Å', 'c': '6.240 Å'}",,,2.5 μB,,,,10.1016/S0925-8388(99)00244-3,True
CrSb,,700.0,,Hexagonal NiAs-type,Hexagonal,"{'a': '4.129 Å', 'c': '5.470 Å'}",,,2.7 μB,,,,10.1016/S0925-8388(99)00244-3,True
CrTe0.6Sb0.4,250.0,,,Hexagonal NiAs-type,Hexagonal,,,,,,,,10.1016/S0925-8388(99)00244-3,True
CsNi0.967Mg0.033Cl3,,3.0,,,,,,,,,,2.5 χ_pure,10.1016/S0921-4526(99)02808-2,True
CsNi0.93Mg0.07Cl3,,3.0,,,,,,,,,,4 χ_pure,10.1016/S0921-4526(99)02808-2,True
Cu0.4Cd0.2Ni0.4Fe2O4,680.15,,,Cubic Spinel,Cubic,,Fd3m,,,,,,10.1016/j.jallcom.2013.03.029,True
Cu0.35Cd0.2Ni0.45Fe1.75O4,751.15,,,Cubic Spinel,Cubic,,Fd3m,,,,,,10.1016/j.jallcom.2013.03.029,True
Cu0.3Cd0.2Ni0.5Fe1.5O4,782.15,,,Cubic Spinel,Cubic,,Fd3m,,,,,,10.1016/j.jallcom.2013.03.029,True
Cu0.8Zn0.2Fe2O4,448.0,,,Cubic,Spinel,,,,,,,,10.1016/j.jallcom.2008.01.070,True
Cu0.6Zn0.2Ni0.2Fe2O4,466.0,,,Cubic,Spinel,,,,,,,,10.1016/j.jallcom.2008.01.070,True
Cu0.4Zn0.2Ni0.4Fe2O4,483.0,,,Cubic,Spinel,,,,,,,,10.1016/j.jallcom.2008.01.070,True
Cu0.2Zn0.2Ni0.6Fe2O4,497.0,,,Cubic,Spinel,,,,,,,,10.1016/j.jallcom.2008.01.070,True
Zn0.2Ni0.8Fe2O4,559.0,,,Cubic,Spinel,,,,,,,,10.1016/j.jallcom.2008.01.070,True
Cu1.01Cr1.53Sb0.48Se3.99,,,"68K, 45K",Spinel,Cubic,{'a': '10.505'},,,2.35 μB/ion,,,,10.1016/j.jallcom.2006.05.135,True
Cu0.99Cr1.70Sb0.42Se4.04,,,"68K, 45K",Spinel,Cubic,{'a': '10.488'},,,2.35 μB/ion,,,,10.1016/j.jallcom.2006.05.135,True
Cu0.98Cr1.66Sb0.38Se4.08,,,"68K, 45K",Spinel,Cubic,{'a': '10.484'},,,2.35 μB/ion,,,,10.1016/j.jallcom.2006.05.135,True
Cu0.99Cr1.73Sb0.36Se4.05,,,"68K, 45K",Spinel,Cubic,{'a': '10.474'},,,2.35 μB/ion,,,,10.1016/j.jallcom.2006.05.135,True
Cu0.99Cr1.85Sb0.30Se4.03,,,"68K, 45K",Spinel,Cubic,{'a': '10.463'},,,2.35 μB/ion,,,,10.1016/j.jallcom.2006.05.135,True
Cu1.00Cr1.64Sb0.33Se3.99,,,"68K, 45K",Spinel,Cubic,{'a': '10.471'},,,2.35 μB/ion,,,,10.1016/j.jallcom.2006.05.135,True
CuCr2S4,375.0,,,,,,,,5 μB per formula unit,,,,10.1016/j.physb.2006.01.539,True
Cu0.97Ho0.03FeO2,,6.0,-394.13 K,Delafossite,Layered,,R-3m,,,,,,10.1016/j.ceramint.2023.02.006,True
Cu0.95Ho0.05FeO2,,6.5,-318.95 K,Delafossite,Layered,,R-3m,,,,,,10.1016/j.ceramint.2023.02.006,True
Cu0.92Ho0.08FeO2,,7.0,-135.75 K,Delafossite,Layered,,R-3m,,,,,,10.1016/j.ceramint.2023.02.006,True
CuFeO2,,5.75,-394.13 K,Delafossite,Layered,,R-3m,,,,,,10.1016/j.ceramint.2023.02.006,True
CuCr2Se4,450.0,,,Spinel,,,,,,,,,10.1016/S0921-4526(02)02018-5,True
ZnCr2Se4,,20.0,,Spinel,,,,,,,,,10.1016/S0921-4526(02)02018-5,True
CuFe2O4,650.0,,,Tetragonal,,"{'a': '5.9694 Å', 'c': '8.2245 Å'}",,,,,,,10.1016/j.physb.2009.04.044,True
Cu0.9Zn0.1Ga0.3Fe1.7O4,433.0,,,,,{'a': '8.3685 Å'},,,,,,,10.1016/j.physb.2009.04.044,True
Cu0.8Zn0.2Ga0.3Fe1.7O4,402.0,,,,,{'a': '8.3838 Å'},,,,,,,10.1016/j.physb.2009.04.044,True
Cu0.7Zn0.3Ga0.3Fe1.7O4,373.0,,,,,{'a': '8.3850 Å'},,,,,,,10.1016/j.physb.2009.04.044,True
Cu0.6Zn0.4Ga0.3Fe1.7O4,333.0,,,,,{'a': '8.3998 Å'},,,,,,,10.1016/j.physb.2009.04.044,True
Cu0.5Zn0.5Ga0.3Fe1.7O4,309.0,,,,,{'a': '8.4074 Å'},,,,,,,10.1016/j.physb.2009.04.044,True
CuFeO2,,11.5,,Rhombohedral,Hexagonal,{'c': '17.1688 Å'},R-3m,,,,,,10.1016/j.jssc.2009.11.023,True
CuFe0.92Rh0.08O2,,8.1,,Rhombohedral,Hexagonal,{'c': '17.1868 Å'},R-3m,,,,,,10.1016/j.jssc.2009.11.023,True
CuFe0.85Rh0.15O2,,5.9,,Rhombohedral,Hexagonal,{'c': '17.1868 Å'},R-3m,,,,,,10.1016/j.jssc.2009.11.023,True
CuMnSb,,55.0,,Cubic,FCC,{'a': '0.608 nm'},,,,,,,10.1016/j.jallcom.2004.06.063,True
Dy0.55Sr0.45Mn0.4Fe0.6O3,,100.0,,Orthorhombic,,"{'a': '5.534 Å', 'b': '7.626 Å', 'c': '5.322 Å'}",Pnma,,,,,,10.1016/j.jallcom.2019.04.018,True
Dy0.55Sr0.45Mn0.2Fe0.8O3,,75.0,,Orthorhombic,,"{'a': '5.539 Å', 'b': '7.641 Å', 'c': '5.304 Å'}",Pnma,,,,,,10.1016/j.jallcom.2019.04.018,True
Dy0.55Sr0.45MnFeO3,,55.0,,Orthorhombic,,"{'a': '5.589 Å', 'b': '7.633 Å', 'c': '5.311 Å'}",Pnma,,,,,,10.1016/j.jallcom.2019.04.018,True
DyFe1.9,636.15,,,Cubic Laves,MgCu2-type,{'a': '0.7324 nm'},,364 Oe,,86 emu/g,,,10.1016/j.jallcom.2010.07.117,True
Dy0.8Pr0.2Fe1.9,606.15,,,Cubic Laves,MgCu2-type,{'a': '0.7343 nm'},,456 Oe,,44 emu/g,,,10.1016/j.jallcom.2010.07.117,True
Dy0.6Pr0.4Fe1.9,585.15,,,Cubic Laves,MgCu2-type,{'a': '0.7381 nm'},,913 Oe,,23 emu/g,,,10.1016/j.jallcom.2010.07.117,True
Dy0.4Pr0.6Fe1.9,556.15,,,Cubic Laves,MgCu2-type,{'a': '0.7419 nm'},,600 Oe,,26 emu/g,,,10.1016/j.jallcom.2010.07.117,True
Dy0.2Pr0.8Fe1.9,540.15,,,Cubic Laves,MgCu2-type,{'a': '0.7443 nm'},,110 Oe,,56 emu/g,,,10.1016/j.jallcom.2010.07.117,True
PrFe1.9,521.15,,,Cubic Laves,MgCu2-type,{'a': '0.7478 nm'},,50 Oe,,88 emu/g,,,10.1016/j.jallcom.2010.07.117,True
Dy2Co17,1183.0,,,Th2Ni17,Hexagonal,"{'a': '8.351 Å', 'c': '8.124 Å'}",,,10.9 μB,6.98 μB f.u.−1,,,10.1016/S0925-8388(97)00230-2,True
Dy2Co16Ga1,1058.0,,,Th2Ni17,Hexagonal,"{'a': '8.378 Å', 'c': '8.146 Å'}",,,10.0 μB,4.31 μB f.u.−1,,,10.1016/S0925-8388(97)00230-2,True
Dy2Co15Ga2,923.0,,,Th2Ni17,Hexagonal,"{'a': '8.410 Å', 'c': '8.175 Å'}",,,10.0 μB,1.23 μB f.u.−1,,,10.1016/S0925-8388(97)00230-2,True
Dy2Co14Ga3,763.0,,,Th2Ni17,Hexagonal,"{'a': '8.441 Å', 'c': '8.213 Å'}",,,9.9 μB,-1.24 μB f.u.−1,,,10.1016/S0925-8388(97)00230-2,True
Dy2Co13Ga4,618.0,,,Th2Zn17,Rhombohedral,"{'a': '8.476 Å', 'c': '12.365 Å'}",,,9.1 μB,-3.92 μB f.u.−1,,,10.1016/S0925-8388(97)00230-2,True
Dy2Co12Ga5,423.0,,,Th2Zn17,Rhombohedral,"{'a': '8.507 Å', 'c': '12.394 Å'}",,,8.6 μB,-6.30 μB f.u.−1,,,10.1016/S0925-8388(97)00230-2,True
Dy2Co11Ga6,313.0,,,Th2Zn17,Rhombohedral,"{'a': '8.534 Å', 'c': '12.382 Å'}",,,8.1 μB,-7.90 μB f.u.−1,,,10.1016/S0925-8388(97)00230-2,True
DyCo5,973.0,,,Hexagonal,CaCu5 type,"{'a': '4.929 Å', 'b': '4.929 Å', 'c': '3.986 Å'}",P6/mmm,,,"30.6 emu/g (5K), 40.1 emu/g (RT)",,,10.1016/j.physb.2006.01.434,True
DyCo4Cu,800.0,,,Hexagonal,CaCu5 type,"{'a': '4.951 Å', 'b': '4.951 Å', 'c': '4.002 Å'}",P6/mmm,,,"50.9 emu/g (5K), 21.0 emu/g (RT)",,,10.1016/j.physb.2006.01.434,True
DyCo3Cu2,650.0,,,Hexagonal,CaCu5 type,"{'a': '4.962 Å', 'b': '4.962 Å', 'c': '4.019 Å'}",P6/mmm,,,"53.0 emu/g (5K), 8.6 emu/g (RT)",,,10.1016/j.physb.2006.01.434,True
DyCo4.15Ga0.85,595.0,,,CaCu5-type,Hexagonal,"{'a': '0.49499 nm', 'c': '0.40432 nm'}",P6/mmm,,,,,,10.1016/j.jallcom.2009.10.225,True
DyCo3.55Ga1.45,367.0,,,CaCu5-type,Hexagonal,"{'a': '0.49860 nm', 'c': '0.40638 nm'}",P6/mmm,,,,,,10.1016/j.jallcom.2009.10.225,True
