composition,Tc_exp
Ni45Co5Mn24.2Fe1.4Ga20Cu5,350.0
Ni45Co5Mn25Fe0Ga20Cu5,313.0
Ni45Co5Mn30Al20,300.0
Ni45Co5Mn32.7In13.3Sn4,380.0
Ni45Co5Mn32Al18,220.0
Ni45Co5Mn32Ga18,300.0
Ni45Co5Mn33Al17,312.0
Ni45Co5Mn35Sn15,360.0
Ni45Co5Mn36.5In13.5,370.0
Ni45Co5Mn36.7In13.3,380.0
Ni45Co5Mn37Sn13,350.0
Ni45Co5Mn40In10Sn0,377.5
Ni45Co5Mn40In2Sn8,452.0
Ni45Co5Mn40In4Sn6,407.25
Ni45Co5Mn40In5Sn5,430.0
Ni45Co5Mn40In6Sn4,416.0
Ni45Co5Mn40In8Sn2,400.0
Ni45Cr5Mn25Ga25,390.0
Ni45Cr5Mn37In13,325.0
Ni45Cr5Mn37In13-1%,325.0
Ni45Cu5Mn25Ga25,395.0
Ni45Cu5Mn35In15,300.0
Ni45Mn25Ga30,300.0
Ni45Mn30Ga25,400.0
Ni45Mn36.7In13.3Co5,386.0
Ni45Mn39Co5Sn11,375.2
Ni45Mn42In13,315.0
Ni45Mn44In11,300.0
Ni45Mn44Sn11,307.3
Ni46.5Mn30.3Ga23.2,388.0
Ni46.8Mn27.3Ga22.8Cu3.1,360.0
Ni46Cu4Mn37Sn13,314.0
Ni46Fe4Mn36Sn14,322.0
Ni46Mn22Ga24Co4Cu4,373.0
Ni46Mn24Ga22Co4Cu4,379.0
Ni46Mn41In13,317.0
Ni47.03Mn23.09Ga24.64Fe5.23,400.0
Ni47.22Mn38.45In14.33,298.0
Ni47.3Mn25.5Ga24.5Cu2.7,357.0
Ni47.5Co1Mn37Sn14.5,240.0
Ni47.5Co2.5Mn37Sn13,330.0
Ni47.8Mn33.5Sn15.6O3.0,322.6
Ni47Co3Mn35.5In14.5,333.0
Ni47Cu3Mn31Ga19,366.0
Ni47Fe3Mn36Sn14,322.0
Ni47Mn38Fe2In13,319.0
Ni47Mn39Fe1In13,319.0
Ni47Mn40In13,320.0
Ni47Mn40Sn12.5Cu0.5,315.99
Ni47Mn40Sn13,315.635
Ni48.02Mn38.22Sn11.76Co2,342.0
Ni48.0Co3.0Mn34.8In14.2,357.4
Ni48.0Mn32.9Sn15.7O3.4,319.2
Ni48.15Mn23Ga24.48Fe4.37,400.0
Ni48.1Mn32.5Sn16.1O3.2,322.1
Ni48.3Co1.7Mn37Sn13,327.0
Ni48.4Co1.9Mn34.2In13.8Ga1.7,335.0
Ni48.4Mn25.6Ga21.5Cu4.5,310.0
Ni48.5Co1.5Mn37Sn13,327.0
Ni48.5Co3.0Mn34.3In14.2,349.5
Ni48.5Mn22.7Ga22.8,276.0
Ni48.5Mn29.6Fe4.8In17.1,680.15
Ni48.5Mn37Sn14.5,240.0
Ni48.6Mn29.5Fe4.9In17.0,683.15
Ni48.8Fe51.2,773.15
Ni48.8Mn29.6Fe4.7In16.9,682.15
Ni48.94Mn33.18In17.88,286.0
Ni48.9Mn29.5Fe4.6In17.0,673.15
Ni48Ag2Mn37In13,312.0
Ni48Co2Mn38Sn12,320.0
Ni48Co4Mn34Sn9Fe5,350.0
Ni48Co4Mn35Sn9Fe4,350.0
Ni48Co4Mn36Sn9Fe3,350.0
Ni48Cu2Mn31Ga19,363.0
Ni48Fe2Mn35In15,316.0
Ni48Fe2Mn36Sn14,322.0
Ni48Mn27Ga25,375.15
Ni48Mn30Ga22,369.9
Ni48Mn37In13,285.0
Ni48Mn37In13 (annealed),295.0
Ni48Mn39.5Sn10.5Al2,205.0
Ni48Mn39.5Sn11.5Al1,215.0
Ni48Mn39.5Sn12.5,266.5
Ni48Mn39.5Sn9.5Al3,218.75
Ni48Mn39.5Sn9.5Al3 (A573),259.5
Ni48Mn39.5Sn9.5Al3 (AWQ1073),249.5
Ni48Mn39.5Sn9.5Al3 (AWQ1173),254.5
Ni48Mn39.5Sn9.5Al3 (AWQ873),248.5
Ni48Mn39.5Sn9.5Al3 (AWQ973),249.5
Ni48Mn39In13,302.5
Ni48Mn39In13 (annealed),295.0
Ni48Mn39Sn12.5,300.0
Ni48Mn40Sb12,350.0
Ni49.0Co3.0Mn33.8In14.2,343.0
Ni49.0Mn38.4Sb11.7Si0.9,334.0
Ni49.1Mn29.4Ga21.5,374.0
Ni49.1Mn38.9Sn12,300.0
Ni49.2Mn26.6Ga24.2,368.0
Ni49.33Mn23.11Ga24.48Fe3.07,400.0
Ni49.3Mn27.8Ga20.9Cu2.0,363.0
Ni49.42Mn34.35In16.23,312.5
Ni49.4Mn23.3Ga25.6Cu1.7,352.0
Ni49.4Mn30.3Ga20.3,375.0
Ni49.4Mn30Ga20.6,325.0
Ni49.53Mn35.22In15.22,323.0
Ni49.54Mn36.12In14.34,292.0
Ni49.5Co0.5Mn37Sn13,313.0
Ni49.5Mn24.3Ga26.2,358.0
Ni49.5Mn27.7Ga21.9Fe0.9,377.5
Ni49.5Mn28.5Ga22,350.0
Ni49.6Mn21.9Ga28.5,356.0
Ni49.6Mn27.6Ga18.9Cu3.9,390.0
Ni49.6Mn28.3Ga21.4Fe0.7,367.9
Ni49.6Mn28.6Ga22.8,366.0
Ni49.7Mn18.7Cu6.4Ga25.2,325.0
Ni49.7Mn24.3Ga26.0,366.0
Ni49.7Mn27.7Ga21.5Fe1.1,393.5
Ni49.7Mn29.3Ga21,373.15
Ni49.88Mn35.70In14.42,310.0
Ni49.8Mn25.4Ga21.6Fe3.2,376.6
Ni49.8Mn26.9Ga21.4Fe1.9,383.3
Ni49.8Mn28.5Ga21.7,375.15
Ni49.8Mn35.6In14.6,314.0
Ni49.8Mn36.1Sn13.9,247.0
Ni49.8Mn45.1Sn5.1,330.0
Ni49.9Mn28.3Ga21.8,372.15
Ni49.9Mn28.6Ga21.5,359.15
Ni49Cu1Mn31Ga19,360.0
Ni49Cu1Mn37Sn13,305.5
Ni49Cu6Mn25Ga20,316.0
Ni49Fe18Ga27Co6,390.0
Ni49Fe1Mn36Sn14,322.0
Ni49Mn29.6Ga21.4,365.0
Ni49Mn39Sb12,318.81
Ni49Mn39Sn12,314.5
Ni4N,121.0
Ni5.014Al2.986/NiO,140.0
Ni50.0Mn35.0Sn15.0,318.0
Ni50.1Fe18.6Co4.1Ga27.2,355.0
Ni50.1Mn27.2Ga21.8Fe0.9,368.3
Ni50.2Mn28.3Ga21.5,370.0
Ni50.2Mn33.4In16.4,302.0
Ni50.3Mn26.9Ga22.8,359.5
Ni50.3Mn30.7Ga19,320.0
Ni50.3Mn36.5Sn13.2,311.7
Ni50.4Mn36.3Sn13.3,312.0
Ni50.53Mn33.65In15.82,310.5
Ni50.5Mn30.5Ga19,317.0
Ni50.5Mn31.3Ga18.2,378.0
Ni50.60Mn30.74Ga18.66,347.0
Ni50.6Mn36.3Sn13.1,313.0
Ni50.7Mn25.8Ga23.5,375.0
Ni50.95Mn25.45Ga23.6,315.0
Ni50.9Mn24.7Ga24.4,318.5
Ni50Bi50,640.0
Ni50Co25Al25,995.15
Ni50Co30Al20,989.15
Ni50Co40Al10,967.15
Ni50Co50,1146.15
Ni50Cu47Co3,155.0
Ni50Fe18Ga28Co4,375.15
Ni50Fe19Co4Ga27,360.0
Ni50Fe19Ga27Co4,393.15
Ni50Fe20Al30,500.0
Ni50Fe20Ga26Co4,400.65
Ni50Fe21Ga29,350.0
Ni50Fe23Ga27,380.0
Ni50Fe25Al25,500.0
Ni50Fe30Al20,500.0
Ni50Fe50,776.575
Ni50Mn10Sn40,360.0
Ni50Mn12.5Fe12.5Ga25,365.0
Ni50Mn17.87Cu7.05Ga24.26,312.0
Ni50Mn18.5Cu6.5Ga25,292.9
Ni50Mn19.10Cu6.43Ga24.58,292.9
Ni50Mn19.60Cu6.07Ga24.66,295.1
Ni50Mn20Cr5Ga25,330.0
Ni50Mn20Cu5Ga21Al4,305.0
Ni50Mn20Cu5Ga25,310.0
Ni50Mn20Ga30,300.0
Ni50Mn21.12Cu3.61Ga24.66,323.2
Ni50Mn25Al12.5Ga12.5,380.0
Ni50Mn25Fe3Ga22,398.0
Ni50Mn25Fe5Ga20,390.0
Ni50Mn25Fe6Ga19,398.0
Ni50Mn25Fe7.5Ga17.5,427.0
Ni50Mn25Ga20Cr5,340.0
Ni50Mn25Ga20Cu5,340.0
Ni50Mn25Ga20Ti5,318.0
Ni50Mn25Ga25,369.5
Ni50Mn25Sb25,345.0
Ni50Mn27Ga22Fe1,380.0
Ni50Mn28.6Ga21.4,373.0
Ni50Mn28Ga22,363.0
Ni50Mn28Sb22,342.0
Ni50Mn29Ga21,351.0
Ni50Mn30Ga20,372.0
Ni50Mn30Sb20,349.0
Ni50Mn31.5In16Cu2.5,288.0
Ni50Mn31Al19,375.0
Ni50Mn31Ga19,361.0
Ni50Mn32.7Cu2In15.9,290.0
Ni50Mn32Sb18,346.0
Ni50Mn33.5B1.5In15,310.0
Ni50Mn33Co3Sn14,318.0
Ni50Mn33In17,300.0
Ni50Mn33Sb17,347.0
Ni50Mn34.3Cu1.7In15.2,293.0
Ni50Mn34B1In15,310.0
Ni50Mn34Co2Sn14,318.0
Ni50Mn34FeIn15,257.0
Ni50Mn34In12Ga4,295.0
Ni50Mn34In14Fe2,303.0
Ni50Mn34In16,309.0
Ni50Mn34Sb16,344.0
Ni50Mn34Sn16,350.0
Ni50Mn35.25In14.75,219.5
Ni50Mn35.5In14.5,266.0
Ni50Mn35Co1Sn14,318.0
Ni50Mn35In12Si3,271.0
Ni50Mn35In13.9B1.1,310.0
Ni50Mn35In15,380.0
Ni50Mn35Sb15,340.0
Ni50Mn35Sn15,325.0
Ni50Mn36.5Sb11.0Si2.5,354.0
Ni50Mn36.5Sb11.5Si2.0,351.0
Ni50Mn36.5Sb12.0Si1.5,351.0
Ni50Mn36.5Sb12.5Si1.0,344.0
Ni50Mn36.5Sb13.0Si0.5,338.0
Ni50Mn36.5Sb13.5,335.0
Ni50Mn36.5Sn13.5,252.7
Ni50Mn36Co1Sn13,321.0
Ni50Mn36In14,317.0
Ni50Mn36Sb14,341.0
Ni50Mn36Sn14,321.5
Ni50Mn37.5Sn10.5In2,308.5
Ni50Mn37.5Sn12.5,308.5
Ni50Mn37.5Sn6.5In6,308.5
Ni50Mn37.5Sn8.5In4,308.5
Ni50Mn37Sn13,319.0
Ni50Mn38Sb12,340.0
Ni50Mn38Sb12B1,330.0
Ni50Mn38Sb12B3,345.0
Ni50Mn40Sb10,200.0
Ni50Mn40Sn10,240.0
Ni51.33Mn23Ga24.54Fe1.40,370.0
Ni51.3Mn24.0Ga24.7,358.0
Ni51.4Mn28.3Ga20.3,373.15
Ni51.5Mn33Sn8.5Fe7,318.0
Ni51.5Mn34Sn8.5Fe6,279.0
Ni51.5Mn35Sn8.5Fe5,266.0
Ni51.6Mn24.7Ga23.8,332.0
Ni51.6Mn25.1Ga23.3,364.15
Ni51.6Mn25.4Ga23,365.0
Ni51.6Mn27.6Ga20.8,328.0
Ni51.6Mn33.5In14.9,320.0
Ni51.75Co2.25Mn21Ga25,365.0
Ni51.7Mn27.3Ga21,352.0
Ni51.7Mn27Ga21.3,335.0
Ni51.7Mn33.3In10.7Ga4.3,295.0
Ni51.90Mn28.86Ga19.24,329.6
Ni51.9Mn23.2Ga24.9,361.26
Ni51Cu4Mn25Ga20,262.0
Ni51Fe22Ga27,247.5
Ni51Fe36Co13,898.0
Ni51Fe4Mn20Ga25,392.0
Ni51Mn24.4Ga24.6,370.15
Ni51Mn34Sn15,333.15
Ni51Mn37Sb12,338.0
Ni52-Mn16-x-Fe15-Ga27,414.0
Ni52-Mn6-Fe10-Co5-Ga27,450.0
Ni52.0Mn23.0Ga25.0,359.5
Ni52.0Mn24.4Ga23.6,361.0
Ni52.5Co1.5Mn21Ga25,359.0
Ni52.5Mn19.5Ga28.0,343.5
Ni52.5Mn24.5Ga23,302.0
Ni52.6Mn23.6Ga23.8,354.0
Ni52.7Mn23.9Ga23.4,346.0
Ni52.9Mn22.4Ga24.7,322.5
Ni52Fe17Ga27Co4,360.15
Ni52Fe18Ga28Co2,334.65
Ni52Fe19Ga27Co2,349.65
Ni52Fe20Ga26Co2,355.15
Ni52Fe3Mn20Ga25,371.0
Ni52Mn16Fe8Ga24,381.0
Ni52Mn23Ga25,345.0
Ni52Mn24Ga24,339.0
Ni52Mn25Ga19Ag4,406.15
Ni52Mn25Ga23,358.0
Ni52Mn32In16,304.0
Ni52Mn34In12Si2,285.0
Ni52Mn34Sn14,305.0
Ni52Mn35In11Si2,275.0
Ni52Mn35Sn13,306.0
Ni53.1Mn26.6Ga20.3,373.0
Ni53.25Co0.75Mn21Ga25,353.0
Ni53.2Mn26.4Ga20.4B1.0,360.0
Ni53.3Mn25.3Ga21.4,353.0
Ni53.4Mn26.2Ga20.4B0.5,354.0
Ni53.5Fe19.5Ga27,330.0
Ni53.5Mn17.5V4Ga20In5,279.0
Ni53.5Mn21.5Ga16In9,321.0
Ni53.5Mn26.0Ga20.5,351.0
Ni53.6Mn23.4Ga23.0,345.0
Ni53.6Mn27.1Ga19.3,368.15
Ni53Bi47,640.0
Ni53Cu2Mn25Ga20,271.0
Ni53Fe20Ga27,275.0
Ni53Fe2Mn20Ga25,356.0
Ni53Mn20.4Ga26.6,306.0
Ni53Mn22Ga25,323.5
Ni53Mn23.5Ga23Ti0.5,973.0
Ni53Mn24Ga23,365.0
Ni54.3Mn20.5Ga25.2,341.0
Ni54.3Mn31.9Sn13.8,319.0
Ni54.5Mn15.5V5Ga25,251.0
Ni54.5Mn20.5Ga20In5,319.0
Ni54.5Mn22.0Ga23.5,335.0
Ni54.5Mn26.3Ga19.2,350.0
Ni54.9Mn24.6In20.5,278.0
Ni54Fe17Ga27Co2,360.15
Ni54Fe18Ga28,302.65
Ni54Fe19Ga23Al4,285.0
Ni54Fe19Ga23B4,256.0
Ni54Fe19Ga23In4,310.0
Ni54Fe19Ga27,309.5
Ni54Fe1Mn20Ga25,346.0
Ni54Fe20Ga26,320.15
Ni54Mn13V8Ga25,209.0
Ni54Mn18V3Ga21In4,282.0
Ni54Mn19Ga27,328.5
Ni54Mn21Ga18In7,310.0
Ni54Mn21Ga25,340.0
Ni54Mn25.7Ga20.3,370.0
Ni54Mn27Al19,375.0
Ni55.2Mn18.6Ga26.2,315.0
Ni55.5Mn21.5Ga23,325.0
Ni55.8Mn21.2Ga21.9Fe1.1,363.3
Ni55Fe17Ga26Co2,338.0
Ni55Fe18Ga27,285.0
Ni55Fe19Ga26,156.75
Ni55Mn19.6Ga25.4,308.0
Ni55Mn20.6Ga24.4,340.0
Ni55Mn20Ga25,306.0
Ni55Mn22.5Ga22.5,367.0
Ni55Mn22Ga22Al1,354.0
Ni55Mn23Ga22,353.0
Ni55Mn25Ga20,283.0
Ni55Mn25In20,278.0
Ni56.4Mn21.8Ga21.8,350.0
Ni56Fe17Ga27,282.65
Ni57.2Mn15.9Ga27.0,308.0
Ni58Co22Al20,967.15
Ni5Al3/NiO,140.0
Ni5Co70Al25,1065.15
Ni5Ge3,630.0
Ni5ML/Cu(100),339.0
Ni5W,365.0
Ni60Ag40,150.0
Ni60Cu37Co3,275.0
Ni60Cu40,324.15
Ni60Fe40,831.15
Ni61Co35Al4,987.15
Ni62.5Cu37.5,327.15
Ni67.5Cu32.5,337.15
Ni67Cu33,240.0
Ni6ML/Cu(100),422.0
Ni73Fe4Cr23,12.0
Ni74Fe6Cr20,193.0
Ni74Mn20Ga6,320.0
Ni74Mn24Pt2,250.0
Ni75.2Mn23.6Pt1.2,140.0
Ni75Al25,48.739999999999995
Ni75Co10Al15,606.15
Ni75Cu25,350.0
Ni75Fe25,873.0
Ni75Mn25,100.0
Ni76Cr16Fe8,115.8
Ni76Fe4Cr20,7.0
Ni77Al23,86.0
Ni77Cr15Fe8,135.6
Ni77Fe5Cr18,69.0
Ni78Cr14Fe8,153.2
Ni78Mn22,270.0
Ni78Si8B14,743.15
Ni79Cr13Fe8,195.4
Ni79Fe16Mo5,618.15
Ni80.4Fe12.9Mo6.7,495.0
Ni80Cr12Fe8,231.7
Ni80Cu20,473.0
Ni80Fe20,872.0
Ni80Fe20 (Permalloy),850.0
Ni80Fe2Cr18,20.0
Ni80Mn20,270.0
Ni80Si6B14,743.15
Ni81.0Fe16.7Mo2.3,720.0
Ni81Cr11Fe8,265.5
Ni82Cr10Fe8,305.5
Ni83.1Fe6.0Mo10.9,182.0
Ni83.2Fe3.3Mo13.5,45.0
Ni83.4Fe10.7Mo5.9,470.0
Ni83Cr9Fe8,345.6
Ni84P16,600.0
Ni85Mn15,413.0
Ni85P15,190.0
Ni93Cu7,547.5
Ni94Cu3Mn2Ti1,571.15
Ni95Cu5,560.0
Ni96.5Cu2Mn1Mo0.5,569.15
Ni97.94Cu1Mn1Ti0.01Mo0.05,608.15
Ni98Cu2,600.0
Ni99.84Cu0.05Mn0.1Ti0.01,624.15
Ni99Fe1,644.15
Ni9Pt11,54.2
NiAl0.2Cr0.1Fe1.7O4,800.0
NiAl0.4Cr0.2Fe1.4O4,730.0
NiAl0.6Cr0.3Fe1.1O4,660.0
NiAl0.8Cr0.4Fe0.8O4,600.0
NiAl1.0Cr0.5Fe0.5O4,480.0
NiAl1.2Cr0.6Fe0.2O4,350.0
NiAlFeO4,464.79
NiBPO4(OH)2,2.2
NiBi,675.0
NiBr2·2D2O,3.0
NiBr2·2H2O,6.23
NiCl2·2D2O,6.75
NiCl2·2H2O,7.25
NiCo2O4,673.075
NiCoMnAl,583.0
NiCoMnGe,583.0
NiCoMnSn,583.0
NiCr0.1Fe1.9O4,814.0
NiCr0.2Fe1.8O4,784.0
NiCr0.3Fe1.7O4,753.0
NiCr0.4Fe1.6O4,719.0
NiCr0.5Fe1.5O4,685.0
NiCr2/3,60.0
NiCr2O4,75.0
NiCrFeO4,492.5
NiCu,40.0
NiCuFeGa,395.0
NiCuMnGa,392.0
NiCuMnIn,340.0
NiCuMnSb,716.0
NiCuMnSn,366.0
NiDLC,300.0
NiFe,363.15
NiFe/NiMn,755.0
NiFe0.5Al1.5O4,823.0
NiFe1.0Al1.0O4,868.0
NiFe1.5Al0.5O4,883.0
NiFe2O4,853.075
NiFe2O4/BiFeO3,300.0
NiFeCuO4,840.0
NiFeMnGa,322.0
NiMg0.2Mn1.8O4,107.0
NiMg0.6Mn1.4O4,107.0
NiMn0.75Cr0.25Ge,360.0
NiMn0.82Cr0.18Ge,362.0
NiMn0.89Cr0.11Ge,260.0
NiMn1.5Co0.5O4,190.0
NiMn1.8Co0.2O4,125.0
NiMn2O4,105.0
NiMn2O4-δ,120.0
NiMnCuSb,690.0
NiMnF6,39.0
NiMnGa,395.0
NiMnO3,452.0
NiMnSb,740.0
NiNpSi2,51.5
NiO,780.0
NiO-Al (40%),650.0
NiO.Fe2O3,853.0
NiPt,115.0
NiRe2O6,23.75
NiRh2O4,360.0
NiSi2U,97.5
NiSi3U2,27.5
NiSiU,18.0
NiWP,327.6
Ni[Cr(CN)6],72.0
Np1,0.0
Np1Re2,47.0
Np2Se5,15.0
NpAl2,56.0
NpAs2,18.0
NpAs₂,22.0
NpB₂,99.5
NpFe4Al8,135.0
NpFe4P12,23.0
NpGa2,55.0
NpGa3,50.0
NpGe1.72,121.0
NpIn3,14.0
NpNiGa5,30.0
NpOs2,7.5
NpSb2,47.0
NpSe3,18.0
NpTe3,25.0
Np₂C₃,109.0
O1,0.0
O10Ru3Sr4,105.0
O2,33.349999999999994
O3RuSr,160.0
O3SrV,85.0
O5S1V1,4.1
O6Pb1Ru2Sr1,0.0
O7Ru2Sr3,104.0
Os1,0.0
OsFe3N,739.15
P0.10Ni0.90,280.0
P0.125Co0.075Fe0.80,586.0
P0.16B0.06Al0.03Fe0.37Ni0.38,482.0
P0.16B0.06Al0.03Fe0.75,630.0
P0.24Co0.76,512.0
P0.25Co0.75,480.0
P0.26Fe0.74,580.0
P1,0.0
P18S7U25,109.0
P1S1U2,150.0
P1U1,125.0
P3S1U4,100.0
P4U3,138.0
P67S33U100,118.0
P80Th3U57,141.0
PPu,126.0
PSeU,55.0
PTeU,85.0
Pb1,0.0
Pb2Cr0.67Mo1.33O6,25.0
Pb2Cr1.33Mo0.67O6,33.7
Pb2Cr1Mo1O6,31.5
Pb2CrMoO6,33.0
Pb2Fe1.84Mn0.16Ge2O9,22.0
Pb2FeMoO6,243.0
PbCo3(P2O7)2,7.6
PbFe0.5Nb0.5O3,385.0
PbFe11.25O19,673.15
PbFe11.5O19,663.15
PbFe11.75O19,688.15
PbFe11O19,683.15
PbFe12O19,703.15
PbFe3O(PO4)3,21.7333333333333
PbFe6Ga6O19,325.0
PbMn0.9Fe0.1BO4,34.2
PbMnBO4,30.3
PbO·5Fe2O3,754.15
PbTi0.75Fe0.25O3,650.0
PbTi0.7Fe0.3O3,660.0
Pd embedded in graphite,450.0
Pd nanoparticles,540.0
Pd-Fe,140.0
Pd/C60,550.0
Pd0.75Mn0.25B0.025,325.0
Pd0.75Mn0.25B0.05,340.0
Pd0.75Mn0.25B0.075,339.0
Pd0.75Mn0.25B0.1,374.0
Pd0.75Mn0.25B0.125,390.0
Pd0.75Mn0.25B0.15,330.0
Pd0.75Mn0.25B0.175,252.0
Pd0.75Mn0.25B0.25,256.0
Pd0.78Ni0.22,348.0
Pd0.88Ni0.12,100.0
Pd0.90Co0.10,350.0
Pd0.92Co0.08,315.0
Pd0.96Co0.04,220.0
Pd0.984Fe0.016Mn0.05,42.0
Pd0.9965Fe0.0035Mn0.05,10.3
Pd0.9Ni0.1,100.0
Pd1,0.0
Pd1Fe1/C,423.15
Pd2Mn1.0Sn1.0,183.9
Pd2Mn1.46Sn0.54,201.1
Pd2MnSn,188.0
Pd2TiAl,900.0
Pd50Fe50,763.0
Pd70Rh20Fe10,140.0
Pd80Rh10Fe10,190.0
Pd86Ni14,156.0
Pd90Fe10,246.0
PdCoO2,25.0
PdSbU,71.0
PdSi3U2,45.25
Pt/Co/Cu,300.0
Pt/Co/Pt,380.0
Pt0.96Fe0.04/Co,130.0
Pt0.983Fe0.017/Co,40.0
Pt1,0.0
Pt1Pu1,19.0
Pt23U27,29.8
Pt2Pu1,6.0
Pt3(Co0.6Ni0.4),473.15
Pt3Pu2Si5,58.0
Pt3U1,0.5
Pt3V,240.0
PtFe,750.0
PtNiRGO,658.0
PtSi2U,85.5
PtSi3U2,49.0
PtSnU,30.0
PtU,28.6
Pu1,0.0
Pu2Pt3Si5,58.0
PuAs,129.0
PuGe₂,35.0
PuP,125.0
PuRhGe,15.0
PuS,118.0
PuSb,76.0
PuSe,55.0
PuTe,85.0
Pure Co,1397.15
Pure Ni,622.15
Rb1,0.0
Rb12Al12Si12O48,5.0
Rb2CrCl4,52.3
Rb2Cu0.89Co0.11F4,5.0
Rb2Cu0.92Co0.08F4,5.0
Rb2CuBr4·2H2O,1.87
RbCrF5,5.7
RbMg4Mn6O15,171.0
RbMn[Fe(CN)6],11.3
Re1,0.0
Rh-C60 (Rhombohedral Fullerene),500.0
Rh1,0.0
Rh2Mn1.0Sn1.0,411.5
Rh2Mn1.1Sn0.9,392.0
Rh2Mn1.2Sn0.8,362.5
Rh2Mn1.3Sn0.7,336.7
Rh2Mn5Bi4,270.0
Rh2MnGe,471.0
Rh2MnSn,431.0
Rh2NiGe,112.0
Rh3Sb4U3,105.0
RhSi3U2,21.75
RhSiU,10.0
RhSnU,17.0
RhU,57.0
Ru1,0.0
Ru1.0Fe1.0CrGe,374.0
Ru1.9Mn1.1Al,353.0
Ru2Fe(Si0.25Ge0.75),420.0
Ru2Fe(Si0.5Ge0.5),389.0
Ru2Fe(Si0.75Ge0.25),354.0
Ru2FeGe,460.0
Ru2Mn1.2Sn0.8,310.0
Ru2Si2U1,1.5
RuMn2Sn,272.1
RuSbU,35.0
RuSnU,53.0
S1,0.0
S2Ta,0.9
S3TaU,113.0
SS430,943.15
STeU,85.0
SU,178.0
Sb1,0.0
Sb1.9785Cr0.0215Te3,5.8
Sb1.97V0.03Te3,24.0
Sb1.9885Cr0.0115Te3,2.0
Sb4U3,146.0
Sb4U5,86.0
Sb5TiU3,160.0
Sb5U3Zr,135.0
SbSeU,128.0
SbTeU,127.0
Se1,0.0
Se2U1,13.1
Se3U2,180.0
Se4U3,160.0
SeTeU,69.0
SeU,160.0
Sendust (Fe87.54Si7.63Al4.83),793.15
Si/MnAs,400.0
Si0.25Ge0.75:Mn0.025,290.0
Si0.25Mn0.75,70.0
Si0.36Mn0.64,30.0
Si0.45Mn0.55,360.0
Si0.48Mn0.52,285.0
Si0.49Mn0.51,240.0
Si0.51Mn0.49,30.0
Si0.887Mn0.113,30.0
Si0.90Mn0.10C,250.0
Si0.925Mn0.075,50.0
Si0.93Mn0.07,210.0
Si0.95Cr0.05C,760.0
Si0.95Fe0.05C,270.0
Si0.95Mn0.05,350.0
Si0.95Mn0.05C,252.0
Si0.95Ni0.05C,50.0
Si0.964Mn0.036,300.0
Si0.96Mn0.04:B,250.0
Si0.97Cr0.03C,760.0
Si0.97Mn0.03C,220.0
Si0.99Co0.01,340.0
Si0.99Cr0.01C,760.0
Si0.99Mn0.01C,205.0
Si0.9Mn0.1C,250.0
Si1,0.0
Si1U1,120.0
Si7Mn4,40.0
Si:B:Mn,360.0
Si:Fe,250.0
Si:Mn,350.0
SiMn,35.0
Sn0.25Mn0.75Fe2O4,675.0
Sn0.25Zn0.50Co0.25O2,290.0
Sn0.25Zn0.50Fe0.25O2,200.0
Sn0.25Zn0.50Mn0.25O2,20.0
Sn0.25Zn0.50Ni0.25O2,290.0
Sn0.5Co0.5Fe2O4,800.0
Sn0.5Mn0.5Fe2O4,690.0
Sn0.5Mn0.5Fe2O4 (Annealed),790.0
Sn0.5Mn0.5Fe2O4 (Unannealed),680.0
Sn0.5Ni0.5Fe2O4,830.0
Sn0.60CMn3.40,352.0
Sn0.70CMn3.30,325.0
Sn0.75CMn3.25,304.0
Sn0.75Mn0.25Fe2O4,780.0
Sn0.80CMn3.20,284.0
Sn0.85CMn3.15,271.0
Sn0.90Al0.10O2,300.0
Sn0.90CMn3.10,248.0
Sn0.90Co0.10O1.925F0.075,550.0
Sn0.90Fe0.10O2,464.0
Sn0.90Fe0.10S,300.0
Sn0.915Cr0.085Te,275.0
Sn0.92Fe0.08S,300.0
Sn0.93CMn3.07,266.0
Sn0.93Ti0.07O2,273.0
Sn0.94Al0.06O2,300.0
Sn0.94Fe0.06S,300.0
Sn0.94Mn0.025Co0.025Fe0.01O2,300.0
Sn0.95CMn3.05,270.0
Sn0.95Co0.05O2-δ,273.0
Sn0.95Fe0.05O2,431.0
Sn0.95Fe0.05O2 (bulk ceramic),360.0
Sn0.95Fe0.05O2 (thin film),360.0
Sn0.95Ti0.05O2,273.0
Sn0.95V0.05O2,400.0
Sn0.96Al0.04O2,300.0
Sn0.96Fe0.04S,300.0
Sn0.96Mn0.04Te,6.0
Sn0.98Al0.02O2,300.0
Sn0.98Fe0.02S,300.0
Sn0.98Ti0.02O2,273.0
Sn0.99V0.01O2,70.0
Sn0.9Co0.1O2-δ,273.0
Sn1,0.0
Sn2U3,60.0
Sn4U5,65.0
Sn5TiU3,65.0
Sn5U3,45.0
Sn97Te100,0.2
SnO2,280.0
SnU,55.0
Sr(Fe0.65Co0.35)O3,370.0
Sr0.2Ca0.8CoO3,148.0
Sr0.4Ba1.6FeMoO6,337.0
Sr0.4Ba1.6Sr0.0FeMoO6,340.0
Sr0.4Ba1.6Sr0.2FeMoO6,351.0
Sr0.4Ba1.6Sr0.4FeMoO6,360.0
Sr0.4Ba1.6Sr0.6FeMoO6,367.0
Sr0.4Ca0.6CoO3,218.0
Sr0.4Ca1.6FeMoO6,382.0
Sr0.5Ba0.5Fe12O19,672.0
